Order ID;SKU ID;Creator Username;Product ID;Product Name;Price;Quantity;Fully returned or refunded;Shop name;Shop code;Partner campaign ID;Order type;Order settlement status;Content Type;Content ID;Attribution type;Commission GMV;Standard affiliate partner commission rate;Affiliate partner shop ads commission rate;TikTok bonus rate for affiliate partners;Est. base commission;Est. affiliate partner commission;Est. affiliate partner Shop Ads commission;Est. affiliate partner bonus commission;Est. ISR;Est. IVA;Standard creator affiliate commission rate;Creator shop ads commission rate;TikTok bonus rate for creator affiliate partners;Est. creator commission;Est. creator Shop Ads commission;Est. creator partner bonus commission;Commission base;Standard commission for affiliate partner;Affiliate partner shop ads commission;Affiliate partner bonus commission;Affiliate partner ISR;Affiliate partner IVA;Standard creator commission;Shop ads commission for creators;Affiliate creator partner bonus;Time Created;Time order delivered;Payment ID;Payment Status
584296577255769298;1729744216100406439;riskadiana22;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);93136;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7611413181868592405;;95380;0%;;;93136;0;;;;;10%;;;9314;;;93136;0;;;;;9314;;;01/06/2026 05:04:26;04/06/2026 08:18:42;;No payment needed
584294401435272343;1729744216100406439;riskadiana22;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);89299;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7611413181868592405;;91505;0%;;;89299;0;;;;;10%;;;8930;;;;;;;;;;;;31/05/2026 22:58:46;;;No payment needed
584292039000557119;1729744216100406439;riskadiana22;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);94999;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7611413181868592405;;99383;0%;;;94999;0;;;;;10%;;;9500;;;94999;0;;;;;9500;;;31/05/2026 20:35:33;07/06/2026 18:13:09;;No payment needed
584291715751707976;1729744216100406439;riskadiana22;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);94999;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7611413181868592405;;97363;0%;;;94999;0;;;;;10%;;;9500;;;94999;0;;;;;9500;;;31/05/2026 20:13:47;03/06/2026 16:58:06;;No payment needed
584287335438517728;1729744216100406439;riskadiana22;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);92599;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7611413181868592405;;92599;0%;;;92599;0;;;;;10%;;;9260;;;92599;0;;;;;9260;;;31/05/2026 15:11:41;04/06/2026 10:15:31;;No payment needed
584275719078642903;1729744216100406439;nam.bar3;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);94999;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7633593942411398408;;97363;0%;;;94999;0;;;;;10%;;;9500;;;94999;0;;;;;9500;;;30/05/2026 20:31:44;04/06/2026 11:25:40;;No payment needed
584271592932541582;1729744216100406439;riskadiana22;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);94999;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7611413181868592405;;97363;0%;;;94999;0;;;;;10%;;;9500;;;94999;0;;;;;9500;;;30/05/2026 15:38:19;05/06/2026 09:52:12;;No payment needed
584269421508003639;1729744216100406439;riskadiana22;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);94999;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7611413181868592405;;112210;0%;;;94999;0;;;;;10%;;;9500;;;94999;0;;;;;9500;;;30/05/2026 13:01:02;03/06/2026 09:54:52;;No payment needed
584264598764881593;1729917318191023271;nurulaini280902;1729917357927597223;Promo Qahira Varian-Suplemen Kesehatan-Bantu  Meredakan Bendjolan, Terbuat dari Bajakah Asli Indonesia-Obat Herbal Benjolan-Pengobatan Alternatif-Obat Herbal;76268;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Shop ads order;Ineligible;Video;7609153706126265616;;78950;;0%;;76268;;0;;;;;5%;;;3813;;76268;;0;;;;;3813;;30/05/2026 06:57:22;03/06/2026 12:37:21;;No payment needed
584256577855325535;1729744216100406439;riskadiana22;1729744224888456359;Minyak Oles/Balur Qahira-Minyak Oles Benjolan, Terverifikasi BPOM dan Halal MUI-Minyak Tubuh & Pijat (Minyak Balur/Oles Untuk Benjolan, Pegal Linu, Keselo, Lipoma dan Tiroid);94999;1;No;Pusat Toko berkah;IDLC3AWWAG;7598383205545068296;Affiliate order;Ineligible;Video;7611413181868592405;;97363;0%;;;94999;0;;;;;10%;;;9500;;;94999;0;;;;;9500;;;29/05/2026 16:56:45;02/06/2026 11:55:46;;No payment needed
